"id","y"
1,0.0105168541941036
2,0.0105168541941036
3,0.0105168541941036
4,0.0105168541941036
5,0.0105168541941036
6,0.0105168541941036
7,0.0105168541941036
8,0.0105168541941036
9,0.0105168541941036
10,0.0105168541941036
11,0.0105168541941036
12,0.0105168541941036
13,0.0105168541941036
14,0.0105168541941036
15,0.0105168541941036
16,0.0105168541941036
17,0.0105168541941036
18,0.0105168541941036
19,0.0105168541941036
20,0.0105168541941036
21,0.0105168541941036
22,0.0105168541941036
23,0.0105168541941036
24,0.0105168541941036
25,0.0105168541941036
26,0.0105168541941036
27,0.0105168541941036
28,0.0105168541941036
29,0.0105168541941036
30,0.0105168541941036
31,0.0105168541941036
32,0.0105168541941036
33,0.0105168541941036
34,0.0105168541941036
35,0.0105168541941036
36,0.0105168541941036
37,0.0105168541941036
38,0.0105168541941036
39,0.0105168541941036
40,0.0105168541941036
41,0.0105168541941036
42,0.0105168541941036
43,0.0105168541941036
44,0.0105168541941036
45,0.0105168541941036
46,0.0105168541941036
47,0.0105168541941036
48,0.0105168541941036
49,0.0105168541941036
50,0.0105168541941036
51,0.0105168541941036
52,0.0105168541941036
53,0.0105168541941036
54,0.0105168541941036
55,0.0105168541941036
56,0.0105168541941036
57,0.0105168541941036
58,0.0105168541941036
59,0.0105168541941036
60,0.0105168541941036
61,0.0105168541941036
62,0.0105168541941036
63,0.0105168541941036
64,0.0105168541941036
65,0.0105168541941036
66,0.0105168541941036
67,0.0105168541941036
68,0.0105168541941036
69,0.0105168541941036
70,0.0105168541941036
71,0.0105168541941036
72,0.0105168541941036
73,0.0105168541941036
74,0.0105168541941036
75,0.0105168541941036
76,0.0105168541941036
77,0.0105168541941036
78,0.0105168541941036
79,0.0105168541941036
80,0.0105168541941036
81,0.0105168541941036
82,0.0105168541941036
83,0.0105168541941036
84,0.0105168541941036
85,0.0105168541941036
86,0.0105168541941036
87,0.0105168541941036
88,0.0105168541941036
89,0.0105168541941036
90,0.0105168541941036
91,0.0105168541941036
92,0.0105168541941036
93,0.0105168541941036
94,0.0105168541941036
